image,length,height
Cypridopsis_vidua_644_dr_ext_w_SLS20-A12.jpg,1314.6261826085772,905.744169523002
Cypridopsis_vidua_645_dr_ext_w_SLS20-A12.jpg,1495.069563598965,1002.4985034087927
Darwinula_stevensoni_319_l_ext_w_SLS20-T19.jpg,1432.2855860476989,613.3043637086118
Darwinula_stevensoni_320_r_ext_j_SLS20-T19_x.jpg,1585.0684527805101,708.2217793375308
Darwinula_stevensoni_321_r_ext_w_SLS20-T19.jpg,1229.2457036735984,541.22052085419
Darwinula_stevensoni_322_l_ext_w_SLS20-T19.jpg,1659.432734400524,746.9305469906658
Darwinula_stevensoni_323_l_ext_w_SLS20-T19_x.jpg,1464.626232183488,606.9384669389385
Darwinula_stevensoni_324_r_ext_j_SLS20-T19_x.jpg,1236.7513897303693,583.7575813497963
Darwinula_stevensoni_325_l_ext_w_SLS20-T19.jpg,1678.6000119146909,692.3739972301786
Darwinula_stevensoni_326_r_ext_w_SLS20-T19_x.jpg,1698.5137620873138,738.6498879221357
Darwinula_stevensoni_327_l_ext_j_SLS20-T19.jpg,1591.7804496851945,678.5690829496095
Darwinula_stevensoni_328_r_ext_w_SLS20-T19_x.jpg,1651.9739707392487,722.1590782487599
Darwinula_stevensoni_329_r_ext_j_SLS20-T19.jpg,1254.6242465375838,582.9657780155852
Darwinula_stevensoni_330_r_ext_j_SLS20-T19.jpg,1204.9771782071227,526.0730339666551
Darwinula_stevensoni_331_r_ext_j_SLS20-T19_x.jpg,1377.2773867307922,612.9767381166029
Darwinula_stevensoni_332_l_ext_j_SLS20-T19_x.jpg,1327.0859052826988,657.3033415000979
Darwinula_stevensoni_333_r_ext_w_SLS20-T19_x.jpg,1155.3397768622008,477.83865063432825
Darwinula_stevensoni_334_l_ext_j_SLS20-T19.jpg,1271.3099543384376,593.6829153459735
Darwinula_stevensoni_335_r_ext_j_SLS20-T19_x.jpg,1159.4559068804645,651.5832085694722
Darwinula_stevensoni_336_l_ext_j_SLS20-T19_x.jpg,1480.776147835992,648.8354106757355
Darwinula_stevensoni_337_r_ext_j_SLS20-T19_x.jpg,1512.7623739371627,757.9048895934694
Darwinula_stevensoni_338_r_ext_j_SLS20-T19_x.jpg,1523.5038562471707,692.5719260068719
Darwinula_stevensoni_339_l_ext_j_SLS20-T19_x.jpg,1327.045590776745,587.421415976917
Darwinula_stevensoni_340_l_ext_j_SLS20-T19.jpg,1113.596426000012,499.0326720032001
Darwinula_stevensoni_341_r_ext_j_SLS20-T17.jpg,1559.900637861271,714.61090081248
Darwinula_stevensoni_342_r_ext_j_SLS20-T17_x.jpg,1566.0092592318858,884.0184001715478
Darwinula_stevensoni_343_r_ext_j_SLS20-T17.jpg,1577.0304372459018,714.4472125520024
Darwinula_stevensoni_344_r_ext_j_SLS20-T17.jpg,1601.5273959567473,728.9054205049183
Darwinula_stevensoni_345_l_ext_j_SLS20-T17.jpg,1321.407204460457,577.9406964197868
Darwinula_stevensoni_346_l_ext_j_SLS20-T17_x.jpg,1154.283327437419,503.4024023287329
Darwinula_stevensoni_347_r_ext_j_SLS20-T18_x.jpg,1513.7377580016955,667.7722047010374
Darwinula_stevensoni_348_dr_ext_j_SLS20-T18.jpg,1473.9840569015664,650.1420388592412
Darwinula_stevensoni_349_r_ext_j_SLS20-T18.jpg,1475.567009661032,646.1265356014001
Darwinula_stevensoni_350_l_ext_w_SLS20-T18_x.jpg,1598.9352707348726,689.6001484120312
Darwinula_stevensoni_351_l_ext_j_SLS20-T18_x.jpg,1221.2080084899542,583.4968285878724
Darwinula_stevensoni_352_r_ext_w_SLS20-T18.jpg,1488.2506509321606,653.0539727237789
Darwinula_stevensoni_353_l_ext_j_SLS20-T18_x.jpg,1615.7951602848673,668.3402862833253
Darwinula_stevensoni_354_r_ext_j_SLS20-T18.jpg,1369.2282497816059,648.9275985517551
Darwinula_stevensoni_355_l_ext_j_SLS20-T18.jpg,1534.4109619003639,661.4166772786001
Darwinula_stevensoni_356_r_ext_j_SLS20-T18.jpg,1605.6307171949595,737.0187847846905
Darwinula_stevensoni_357_l_ext_j_SLS20-T18.jpg,1290.7153055573488,578.9510644079038
Darwinula_stevensoni_358_l_ext_w_SLS20-T18.jpg,1205.6873558265427,525.3393402021576
Darwinula_stevensoni_359_l_ext_w_SLS20-T18_x.jpg,1127.3566427710443,667.4808764601596
Darwinula_stevensoni_360_dl_ext_w_SLS20-T18.jpg,1712.1358006887187,707.9561092714829
Darwinula_stevensoni_361_l_ext_w_SLS20-T18.jpg,1463.620169306231,630.6198967164441
Darwinula_stevensoni_362_l_ext_w_SLS20-T18.jpg,1595.509323068969,678.5074736621918
Darwinula_stevensoni_363_l_ext_j_SLS20-T18.jpg,1168.2850679521673,524.0981133767852
Darwinula_stevensoni_364_l_ext_w_SLS20-T18.jpg,1624.9855383971883,678.4041912688984
Darwinula_stevensoni_365_l_ext_j_SLS20-T18.jpg,1211.30714519481,487.6558372030406
Darwinula_stevensoni_366_r_ext_j_SLS20-T18_x.jpg,1160.6248317178122,647.8131256998687
Darwinula_stevensoni_367_l_ext_w_SLS20-T18_x.jpg,1590.5577638048862,673.2518770260523
Darwinula_stevensoni_368_r_ext_j_SLS20-T18_x.jpg,1132.205811679131,471.7896644672783
Darwinula_stevensoni_369_l_ext_j_SLS20-T18_x.jpg,1382.0293050438547,702.1175285202862
Darwinula_stevensoni_370_l_ext_w_SLS20-T18.jpg,1083.9049773850104,440.700993137266
Darwinula_stevensoni_371_r_ext_w_SLS20-T18_x.jpg,1102.2966932727322,503.9695785992449
Darwinula_stevensoni_372_r_ext_j_SLS20-T18_x.jpg,1397.372534437399,668.9554696138027
Darwinula_stevensoni_373_r_ext_j_SLS20-T18.jpg,1604.2808357641127,741.9118731996172
Darwinula_stevensoni_374_l_ext_j_SLS20-T18.jpg,1127.727804037836,548.3433127975381
Darwinula_stevensoni_375_r_ext_j_SLS20-T18.jpg,1721.7261687039552,746.7685764269041
Darwinula_stevensoni_376_l_ext_j_SLS20-T18.jpg,1150.2717070327342,493.9815493382643
Darwinula_stevensoni_377_r_ext_w_SLS20-T18.jpg,1522.3629659184435,664.7212410277542
Darwinula_stevensoni_378_r_ext_j_SLS20-T18_x.jpg,1561.7122013994767,800.8037581311665
Darwinula_stevensoni_379_l_ext_j_SLS20-T18_x.jpg,1266.309993642947,515.459092384014
Darwinula_stevensoni_380_r_ext_j_SLS20-T18.jpg,1530.836699324915,671.2936791057988
Darwinula_stevensoni_381_l_ext_w_SLS20-T18_x.jpg,1107.614553894991,493.5092249174463
Darwinula_stevensoni_382_l_ext_w_SLS20-T18_x.jpg,1608.3761997741697,661.8196664122853
Darwinula_stevensoni_384_r_ext_j_SLS20-T18_x.jpg,1627.2953020272626,736.2265462866359
Darwinula_stevensoni_385_r_ext_w_SLS20-T18_x.jpg,1158.1165744431776,636.6302117336417
Darwinula_stevensoni_386_r_ext_w_SLS20-T21.jpg,1350.4880599250037,596.7412996193048
Darwinula_stevensoni_387_r_ext_j_SLS20-T21.jpg,1545.450743310831,680.3070266397601
Darwinula_stevensoni_388_l_ext_j_SLS20-T21.jpg,1585.108829071367,708.5418864633892
Darwinula_stevensoni_389_l_ext_j_SLS20-T21.jpg,1640.283512079543,757.7610765740143
Darwinula_stevensoni_390_r_ext_j_SLS20-T21.jpg,1127.90513785513,567.9360599581529
Darwinula_stevensoni_391_l_ext_w_SLS20-T21_x.jpg,1602.7529441557735,807.6959114131456
Darwinula_stevensoni_392_l_ext_j_SLS20-T21_x.jpg,1103.1377973761937,480.7277941716227
Darwinula_stevensoni_393_r_ext_j_SLS20-T21.jpg,1552.5855854026213,625.4070687821037
Darwinula_stevensoni_394_l_ext_j_SLS20-T21_x.jpg,1464.2329049710636,645.2402461332958
Darwinula_stevensoni_395_l_ext_w_SLS20-T21.jpg,1097.0291700770767,451.5148853928822
Darwinula_stevensoni_396_l_ext_w_SLS20-T21.jpg,1519.4137027156232,663.3900946124695
Darwinula_stevensoni_397_r_ext_j_SLS20-T21.jpg,1618.623180360395,769.7733574546844
Darwinula_stevensoni_398_r_ext_j_SLS20-M1_x.jpg,1168.3124582062796,663.1761859233723
Darwinula_stevensoni_399_r_ext_j_SLS20-M1_x.jpg,1525.5982433130946,659.7837959055812
Darwinula_stevensoni_400_adult_r_ext_w_SLS20-M1_x.jpg,1214.2310323822235,613.5265696005503
Darwinula_stevensoni_401_dl_ext_w_SLS20-M1.jpg,1150.6054927732616,478.4724246996863
Darwinula_stevensoni_402_l_ext_j_SLS20-M1.jpg,1123.9951067509146,493.0119327670719
Darwinula_stevensoni_403_l_ext_j_SLS20-M1.jpg,1222.734640058913,520.327125081977
Darwinula_stevensoni_404_l_ext_w_SLS20-M1_x.jpg,1446.4359647077363,602.3280817523356
Darwinula_stevensoni_405_l_ext_w_SLS20-M1_x.jpg,1210.6370223977128,507.64348737891436
Darwinula_stevensoni_406_r_ext_w_SLS20-M1_x.jpg,1109.638679931445,507.01549087560505
Darwinula_stevensoni_407_l_ext_j_SLS20-M1.jpg,1190.0340331267842,508.0115216634248
Darwinula_stevensoni_408_adult_l_ext_w_SLS20-M1_x.jpg,985.1263878305159,417.79410752197765
Darwinula_stevensoni_409_l_ext_j_SLS20-M1_x.jpg,1119.151911046932,593.8755886841603
Darwinula_stevensoni_410_l_ext_j_SLS20-M1.jpg,1503.9175509315662,638.2171678264278
Darwinula_stevensoni_411_r_ext_j_SLS20-M1_x.jpg,1132.4190920326273,725.8001969259622
Darwinula_stevensoni_412_r_ext_j_SLS20-M1.jpg,1360.9415858147622,609.7969293099093
Darwinula_stevensoni_413_r_ext_j_SLS20-M1.jpg,1258.2686517592338,573.0191235328999
Darwinula_stevensoni_414_l_ext_j_SLS20-M1.jpg,1473.6926409533298,647.8487938858037
Darwinula_stevensoni_415_l_ext_j_SLS20-M1_x.jpg,1138.2135124834883,554.4855978936163
Darwinula_stevensoni_416_r_ext_w_SLS20-M1.jpg,1449.3974610161285,626.5093077804798
Darwinula_stevensoni_417_r_ext_w_SLS20-M1_x.jpg,1428.9191719618013,637.4244379053988
Darwinula_stevensoni_418_r_ext_j_SLS20-M1_x.jpg,1241.6070231760127,582.2212556037721
Darwinula_stevensoni_419_r_ext_j_SLS20-M1.jpg,1081.6034393436441,491.6330520571257
Darwinula_stevensoni_420_l_ext_j_SLS20-M1.jpg,1544.4720780901155,660.7526380547852
Darwinula_stevensoni_421_l_ext_j_SLS20-M1.jpg,1649.8778742682744,734.3119262917052
Darwinula_stevensoni_422_r_ext_j_SLS20-M1.jpg,1541.0908474194505,688.7776939155966
Darwinula_stevensoni_423_r_ext_j_SLS20-M1.jpg,1658.8749199382091,733.2511845108296
Darwinula_stevensoni_424_l_ext_j_SLS20-M1_x.jpg,1662.3940567747468,687.6985606036167
Darwinula_stevensoni_425_l_ext_j_SLS20-M1_x.jpg,1570.4588501453961,688.7229168085887
Darwinula_stevensoni_426_juv_l_ext_SLS20-M1_x.jpg,1064.2790987330345,511.3489503344204
Darwinula_stevensoni_427_l_ext_j_SLS20-M1.jpg,1550.781093513846,715.4098051880163
Darwinula_stevensoni_428_l_ext_w_SLS20-M1.jpg,1059.1793993464942,474.07927335993656
Darwinula_stevensoni_429_l_ext_j_SLS20-M1.jpg,1456.7944261288208,687.9845103906052
Darwinula_stevensoni_430_juv_l_ext_SLS20-M1_x.jpg,1170.2350191307728,612.7948559706048
Darwinula_stevensoni_431_juv_l_ext_SLS20-M1_f.jpg,1148.8729259583063,613.7623962300511
Darwinula_stevensoni_432_juv_l_ext_SLS20-M1_x.jpg,1313.9048671802689,689.3885719016255
Darwinula_stevensoni_433_juv_l_ext_SLS20-M1_x.jpg,1558.3083776967894,718.6324709716067
Darwinula_stevensoni_434_l_ext_j_SLS20-M1_x.jpg,1428.0259101290844,580.5763005553988
Darwinula_stevensoni_435_l_ext_w_SLS20-M1_x.jpg,1215.2254934784737,454.75099310018646
Darwinula_stevensoni_436_l_ext_j_SLS20-M1.jpg,1608.1448939694458,761.1571597747186
Darwinula_stevensoni_437_l_ext_j_SLS20-M1.jpg,1559.8237079875405,644.6145130703655
Darwinula_stevensoni_438_l_ext_j_SLS20-M1.jpg,1432.7110664750237,670.754224272448
Darwinula_stevensoni_439_l_ext_j_SLS20-M1.jpg,1196.7965574816799,545.8120646457485
Darwinula_stevensoni_440_r_ext_j_SLS20-M1.jpg,1576.2439532001383,702.3741456722519
Darwinula_stevensoni_441_l_ext_j_SLS20-M1.jpg,1245.2425466550683,637.0349311713114
Darwinula_stevensoni_442_dr_ext_j_SLS20-M1.jpg,1130.6679441816682,540.2045783141633
Darwinula_stevensoni_443_r_ext_j_SLS20-M1.jpg,1016.4890555239638,484.8797902166692
Darwinula_stevensoni_444_r_ext_j_SLS20-M1_x.jpg,1527.8079067736232,727.965207582079
Darwinula_stevensoni_445_r_ext_j_SLS20-M1_x.jpg,1498.4925758908516,634.1626346964416
Darwinula_stevensoni_446_r_ext_j_SLS20-M1.jpg,1546.3107708348928,800.35851999646
Darwinula_stevensoni_447_l_ext_j_SLS20-M1.jpg,1157.045375082585,553.9246893876171
Darwinula_stevensoni_448_l_ext_j_SLS20-A3_x.jpg,1248.7601851436489,709.3451653394144
Darwinula_stevensoni_449_l_ext_j_SLS20-A3.jpg,1281.413672472711,570.0438630332751
Darwinula_stevensoni_450_r_ext_j_SLS20-A3_x.jpg,1144.8689881379441,552.9409972311391
Darwinula_stevensoni_451_r_ext_j_SLS20-A3.jpg,1551.84052015663,702.3795202164106
Darwinula_stevensoni_452_r_ext_j_SLS20-A3.jpg,1227.2546597996684,553.9893408194364
Darwinula_stevensoni_453_l_ext_w_SLS20-A3_x.jpg,1142.3073141672517,485.65915066772715
Darwinula_stevensoni_454_l_ext_j_SLS20-A3_x.jpg,1480.9527338845085,660.3404535639041
Darwinula_stevensoni_455_l_ext_j_SLS20-A3.jpg,1569.0028680662124,713.9661901196255
Darwinula_stevensoni_456_r_ext_j_SLS20-A3.jpg,1370.0255472070585,603.4829070782604
Darwinula_stevensoni_457_l_ext_j_SLS20-A3.jpg,1545.6898136430866,673.2793286300993
Darwinula_stevensoni_458_r_ext_j_SLS20-A3_x.jpg,1524.9872130611457,717.9424133021249
Darwinula_stevensoni_459_r_ext_j_SLS20-A3_x.jpg,1276.760353394481,694.4741020839353
Darwinula_stevensoni_460_r_ext_w_SLS20-A3.jpg,1463.7393893723022,596.4962112377253
Darwinula_stevensoni_461_r_ext_j_SLS20-A3_x.jpg,1308.6622941003534,642.9641961820566
Darwinula_stevensoni_462_l_ext_j_SLS20-A3_x.jpg,1233.0101378334243,570.832289535552
Darwinula_stevensoni_463_r_ext_j_SLS20-A3_x.jpg,1614.9210507018602,751.04724127094
Darwinula_stevensoni_464_l_ext_j_SLS20-A3.jpg,1338.3938134943692,672.187805210432
Darwinula_stevensoni_465_dr_ext_j_SLS20-A3_x.jpg,1280.9722869757957,627.2134129433994
Darwinula_stevensoni_466_r_ext_j_SLS20-A3.jpg,1197.452713053839,611.883869828484
Darwinula_stevensoni_467_l_ext_j_SLS20-A3_x.jpg,1495.568453799424,696.7404249218994
Darwinula_stevensoni_468_l_ext_j_SLS20-A3.jpg,1212.2417250697156,579.6583185252005
Darwinula_stevensoni_469_l_ext_j_SLS20-A3_x.jpg,1174.0208686390545,607.0377614549095
Darwinula_stevensoni_470_l_ext_j_SLS20-A3_x.jpg,1492.2446180167647,605.0904718289669
Darwinula_stevensoni_471_l_ext_j_SLS20-A3_x.jpg,1464.2711497533508,642.1133136157034
Darwinula_stevensoni_472_r_ext_w_SLS20-A4.jpg,1445.3252229169739,645.6837431485196
Darwinula_stevensoni_473_l_ext_j_SLS20-A4.jpg,1597.739966327437,699.3146716910869
Darwinula_stevensoni_474_dl_ext_j_SLS20-A4_x.jpg,1061.11356602392,540.4793778567824
Darwinula_stevensoni_475_dl_ext_j_SLS20-A4.jpg,1213.1895977133995,511.28282106036835
Darwinula_stevensoni_476_l_ext_j_SLS20-A4.jpg,1511.0029781572239,761.5153753060779
Darwinula_stevensoni_477_r_ext_j_SLS20-A4_x.jpg,1284.2001401650757,746.5892348187695
Darwinula_stevensoni_478_r_ext_j_SLS20-A4_x.jpg,1504.3968891220163,739.4996679694475
Darwinula_stevensoni_479_r_ext_w_SLS20-A4_x.jpg,1204.7647073184041,488.51613632507764
Darwinula_stevensoni_480_r_ext_j_SLS20-A4.jpg,1437.907507456582,656.4358243525628
Darwinula_stevensoni_481_r_ext_j_SLS20-A4_x.jpg,1586.8021300716734,756.2165296222532
Darwinula_stevensoni_482_l_ext_j_SLS20-A4.jpg,1430.9902165982826,658.4496449178105
Darwinula_stevensoni_483_l_ext_j_SLS20-A4.jpg,1015.4851057499563,467.646445340314
Darwinula_stevensoni_484_l_ext_j_SLS20-A4.jpg,1133.4593067243306,496.0098670191913
Darwinula_stevensoni_485_l_ext_j_SLS20-A4.jpg,1280.9160784376156,630.9086236045383
Darwinula_stevensoni_486_l_ext_j_SLS20-A4.jpg,1182.9327960623968,533.4352062099014
Darwinula_stevensoni_487_l_ext_j_SLS20-A4.jpg,1265.229228242851,615.075104675521
Darwinula_stevensoni_488_l_ext_j_SLS20-A4_x.jpg,1489.1289400182914,723.3040545077107
Darwinula_stevensoni_489_r_ext_j_SLS20-A4.jpg,1228.2288060455185,570.2878784085781
Darwinula_stevensoni_490_r_ext_j_SLS20-A4_x.jpg,1154.7198794512892,610.2700858799294
Darwinula_stevensoni_491_l_ext_j_SLS20-A4_x.jpg,1228.1583774090375,765.3385892973868
Darwinula_stevensoni_492_l_ext_j_SLS20-A4.jpg,1060.0325466701483,542.8955948642914
Darwinula_stevensoni_493_l_ext_j_SLS20-A4.jpg,1500.8494261584005,602.6314060798684
Darwinula_stevensoni_494_r_ext_j_SLS20-A4_x.jpg,1235.8616427416137,585.8228582884892
Darwinula_stevensoni_495_l_ext_j_SLS20-A4.jpg,1584.6529588525054,715.2979418413483
Darwinula_stevensoni_496_r_ext_j_SLS20-A4.jpg,1257.3153940042253,552.0317362770371
Darwinula_stevensoni_497_r_ext_j_SLS20-A4.jpg,1245.2425466550683,609.8145313455501
Darwinula_stevensoni_498_l_ext_j_SLS20-A4_x.jpg,1419.2691781335914,760.5287401643257
